block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,657CB53BCDD047092A840BA12B894D6A079C05ED,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,0EF0215085935B0BDD092EEF58DBCD5ADE6F91BE,BE11EA8919773D1D972D5B74EABC964BFC51C72D,C7F26CF4C07C9FF25CF2E5DDF02FAC2E6B2797EC,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,D269A81C7741F458C31DB7FB14C58176421FB2F8,365464D12717C9A89840B13C0E7B0C602FB01B37
41807,2022/11/24 02:39:22,NEW_VALSET:PCHEIGHT/266688,8DE3CCFE1D0FC8E3B22D64A7961A9FEEEAB2EEB212A89EA83792E052A127B08B,C6A861836A117048CE6089100DF374101456E4751CED6DA698BCFF87C5180CAE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110512,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,0,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
41815,2022/11/24 02:40:02,NEW_VALSET:PCHEIGHT/266695,F96CD93EAA1138A85334E68AD25B20990A08FB555CA11549AC2FFD9549EBFCCE,14A0292D227AADE869AC20092EACB8B1F2B8BFDD76864344B864296B698A59FA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110610,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,98,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
41844,2022/11/24 02:42:29,NEW_VALSET:PCHEIGHT/266724,1960F8ECDE5EACC752E742DD9DBBCF382FEDB82C81912B8290EEDEB89017CE98,539FEBE2B65578978C20B676A0825AA3FFC082CC48CDAAB78DA3EB6441B0B0FC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110614,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,105,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,98,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
41918,2022/11/24 02:48:42,NEW_VALSET:PCHEIGHT/266798,1B9D5FCD0731F2570E844DCFEC1F5CFF4F2428D0DAFDB835E130E30CAA8F9C4D,7B99183EC0103EDF7FA4C27CFAF9726E966303F1498A10C1D7373B3D097C0114,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110619,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,98,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
42082,2022/11/24 03:02:31,NEW_VALSET:PCHEIGHT/266963,04B3289B07180194B6121E11077ADD36FB5B91CB7B793F2FE62947B1D9DF1A31,8BDF649113410DFDD3D2F822952985919E52EC9776DBFF76CAA780A5BB0B6938,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110622,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,101,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
42099,2022/11/24 03:03:56,NEW_VALSET:PCHEIGHT/266979,692E96075818F549DB0F8644FEBAE7FD57E990D633DBE3A99868705A7F80EE2F,C11D37D1751312CF388314526AE5BBD76CED695B0346DFC4DBD2DA4BCA71D829,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110522,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,101,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42188,2022/11/24 03:11:26,NEW_VALSET:PCHEIGHT/267069,B043A52CA95698C86DBCE7A126A264B3471329DE8F0FBEFB66AE8C047CB65E22,E080BC6BF5839BCFDD3A6C7BA42806C817C45BAD2CECEFF62356E1DAC5297D8C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110422,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,101,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42220,2022/11/24 03:14:07,NEW_VALSET:PCHEIGHT/267101,211F9D6B69AFC3078C3DCC3D70E30C3C17343F6F5EEEA15FDDB6E9826DECC684,A1DEE85A35DDE834EA16D50FCB1B7D27F160BB9C200D5FA23ED74007FF3CF656,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110426,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,105,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42543,2022/11/24 03:41:19,NEW_VALSET:PCHEIGHT/267424,C0E1CE98E06FE6D27CCCBF9D5CF49CDA0F1B64EAAA19AA60B409CAD78D69A32B,5BFB06A2667ADE53F7C85B920BB1744D8F8779CA98C5314D525FBEC22F8F89CD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110431,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,110,100,100,100,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42738,2022/11/24 03:57:44,NEW_VALSET:PCHEIGHT/267619,6E5A93B71C91353E2F1907C18DBB4FD7A8F4A007B32F5E68E55EF755104C7589,4114B9980DC2B3D6A38846029F120DDF67F2D314B49C053387608406804E7D0F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110432,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,110,100,100,101,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43639,2022/11/24 05:13:35,NEW_VALSET:PCHEIGHT/268521,EE7F4E7F1183AB3462E6BF049E068A718F699B010F602A59932D6CD10EBCF84D,A65CAB6D0E9C3CCF791AAFEAD577E6A0BA313475555378F59DFB102A5C24EF77,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110541,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,110,100,100,101,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
43835,2022/11/24 05:30:05,NEW_VALSET:PCHEIGHT/268717,F550B75ED3557AC2C3F0A37AC74F6E77BA6B3BE1E4D28E4658CBC5E970A97C7B,C7355CE6CC7A73963DC4AB706DCA0DEB35A153C1178C74CB8C0955901B75CF59,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110545,670100004,784,418,310,300,142,104,100,100,100,0,100,100,100,100,100,90,0,100,100,109,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,100,110,110,100,100,105,110,100,100,100,0,0,0,0,0,0,0,0,100,0,110,0,0,100,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
44296,2022/11/24 06:08:54,NEW_VALSET:PCHEIGHT/269178,42AC86D91CEEBE90356D6F306FD2CB806AB2D2B7F32A981EA35F6ACDC4497A93,ACFABF09F5C94E4C9148E431B98597E06EBA014F4585F3F35FFBB3C9FDD708C4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108925,670100004,784,418,0,300,142,104,100,100,100,0,0,100,100,100,0,90,0,100,100,109,0,100,100,100,0,100,0,100,100,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,100,100,0,100,110,0,100,100,100,0,100,100,100,0,0,100,110,110,100,100,105,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,100,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
44382,2022/11/24 06:16:08,NEW_VALSET:PCHEIGHT/269264,6D59081CEDBBEF5342A14AAAF4C32006520687072BDF61649EC88AF979125FE7,DB84F9D995AEDF936E2A50050F1E4C7B905229BDA807DDDA2568BDA2E613A083,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108930,670100004,784,418,0,300,142,104,100,100,100,0,0,100,100,100,0,90,0,100,100,109,0,100,100,100,0,100,0,100,100,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,100,100,0,100,110,0,100,100,100,0,100,100,100,0,0,100,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,100,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
44583,2022/11/24 06:33:03,NEW_VALSET:PCHEIGHT/269466,83FDB55F338EE49C5C0DEEF883AF93765321E1F50B555A52BF44C7DD332800DD,17F0F7DB84D6E87734F5F17E3A4A69984469FDC2D71829C3A8FC4C73BC5AB996,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108931,670100004,784,418,0,300,142,104,100,100,100,0,0,100,100,100,0,90,0,100,100,109,0,100,100,100,0,100,0,100,100,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,100,100,0,100,110,0,100,100,100,0,100,100,101,0,0,100,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,100,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45028,2022/11/24 07:10:30,NEW_VALSET:PCHEIGHT/269911,0AD0FA481F966A68CA12D1961CD157AD4E71E8087ECB5CA038F4220129090AC6,191352A187B8B58A2FF7EBFC35A1895F18C4FF79EA558A02396B66180C31DFA2,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108231,670100004,784,418,0,300,142,104,100,100,100,0,0,0,100,100,0,90,0,100,100,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,101,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45040,2022/11/24 07:11:31,NEW_VALSET:PCHEIGHT/269923,621C20A3D2F83C9E08A8E9AF79CFF98D2B0F68EC7606023667B93627FA0C9C1E,838747043F99A82CAB702873ED1C319E87E9242626A930558B8E22828F76DC34,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108330,670100004,784,418,0,300,142,104,100,100,100,0,99,0,100,100,0,90,0,100,100,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,101,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45536,2022/11/24 07:53:15,NEW_VALSET:PCHEIGHT/270413,C513B767CA63FD902FB1E61B7077EE628C5F0A3E005FF0AD484CE773E4D50ED6,F80185DB8913449F46E264B1B0F4A6C249FBAEFC325970AB0F95B14F3D08190C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108241,670100004,784,418,0,300,142,104,100,100,100,0,0,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,101,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45591,2022/11/24 07:57:52,NEW_VALSET:PCHEIGHT/270468,34AA402984BAD0949831A16CA3FF0624DFC3C2CDF54E689630AD10B8D5DAE367,A0CC2F48FFFE78C26BBF4B1BCA14FD153EACDD57DFD313CC8E6A99C79191E258,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108245,670100004,784,418,0,300,142,104,100,100,100,0,0,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45683,2022/11/24 08:05:37,NEW_VALSET:PCHEIGHT/270560,18A944814C08737E2C9F9A348F491F9076817137309471CBDEB5320D84EB0A16,0492233B00986D2F504E381C9B33E6DCDA554412252D11FAA7B477C14EC2267C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108344,670100004,784,418,0,300,142,104,100,100,100,0,0,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,100,0,109,99,0,0,0,0,0,0,0,0,0,0,0
45854,2022/11/24 08:20:00,NEW_VALSET:PCHEIGHT/270731,D3365770898E896DEA82731682EAF4310B937C375F0C2E3FF135AE06C493B1E9,D2D98B15991F37B27FC1689500B047A31A1771FAB38982F50E0CE2C7BE569B04,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108352,670100004,784,418,0,300,142,104,100,100,100,0,0,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,107,110,0,0,0,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45871,2022/11/24 08:21:26,NEW_VALSET:PCHEIGHT/270748,48141BCDD6F1BB08DF3DC4F006E910B101FC5382221AA79EA9845CE900605E0E,06F1946C4862A4A591B8A91F4DBCC93402D2CBDE0F2C2E6227BB6714C6CA622C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108451,670100004,784,418,0,300,142,104,100,100,100,0,0,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,107,110,0,0,99,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
45992,2022/11/24 08:31:37,NEW_VALSET:PCHEIGHT/270869,DE57BDC317C093BC7B7F23210C0EA900142E5ABADA8C4E61B5B00DE931862F07,D5AAEE0F7A695471201A5BFE9B906D33B8CAF79E2422E0CC69D2FEE4315E3990,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108549,670100004,784,418,0,300,142,104,100,100,100,0,98,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,0,107,110,0,0,99,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
46024,2022/11/24 08:34:19,NEW_VALSET:PCHEIGHT/270902,3AB233D3607C56E4F595486F1B2E16AA88AC04C19F665D4C14A9E5356447D9E1,716A3DDB15510459751F4649D12B96DBF05C4060E8CA16FD90D0838F3CBEE864,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108648,670100004,784,418,0,300,142,104,100,100,100,0,98,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,99,107,110,0,0,99,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
46154,2022/11/24 08:45:15,NEW_VALSET:PCHEIGHT/271032,34F4E930B0FA75EEBA8A9FA4D120132B7A19357288F010AD8ABA6F4556A942C2,6CFA8C548BFD571BD29693813DFAB36C3C397111523807D518606AC92D5A7B21,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670108647,670100004,784,418,0,300,142,104,100,100,100,0,98,0,100,100,0,90,0,100,110,109,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,110,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,110,0,100,100,100,0,100,100,105,0,0,0,110,110,100,100,110,110,100,100,0,0,0,0,0,0,0,0,0,98,107,110,0,0,99,100,0,109,0,0,0,0,0,0,0,0,0,0,0,0
